id,Item_Identifier_x,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,name,phoneNumber,address
128,FDN24,14.1,Low Fat,0.113246,Baking Goods,52.7956,OUT035,2004,Small,Tier 2,Supermarket Type1,811.416,William Baker,1204556110,"255 Friedman Grove
West Lisaburgh, DE 53031"
129,FDY24,4.88,Regular,0.133701,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4,Jesus Houston,001-762-120-2169x797,"9027 Rodriguez Loop Suite 014
Alexanderhaven, WI 97969"
130,FDN24,14.1,LF,0.113173,Baking Goods,52.9956,OUT013,1987,High,Tier 3,Supermarket Type1,821.962,Krystal Levine,+1-588-916-3756x28900,"772 Karen Islands
West Tara, AR 66945"
131,FDI48,11.85,Regular,0.055805,Baking Goods,53.0666,OUT049,1999,Medium,Tier 1,Supermarket Type1,512.666,Mason Powell,177.971.7751,"Unit 0166 Box 0880
DPO AE 79695"
132,FDN24,14.1,Low Fat,0.113444,Baking Goods,53.0956,OUT049,1999,Medium,Tier 1,Supermarket Type1,816.026,Marcia Wu,+1-375-503-7589,"711 Aaron Knoll Suite 885
North Pennyfort, DC 94460"
133,FDY24,4.88,Regular,0.0,Baking Goods,53.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,808.947,Jennifer King,316.373.5160,"PSC 9177, Box 9827
APO AE 70016"
134,FDI48,11.85,Regular,0.0559454,Baking Goods,53.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,669.082,Kristen Reynolds,001-782-922-1699,"9346 Waller Mission Apt. 269
Meganside, VI 41645"
135,FDY24,4.88,Regular,0.134037,Baking Goods,53.3298,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.298,Taylor Chen,394.522.8851,"968 Rich Manors Apt. 810
Thomaston, ID 35494"
136,FDY24,4.88,Regular,0.133493,Baking Goods,53.3298,OUT046,1997,Small,Tier 1,Supermarket Type1,281.069,Candace Mitchell,204-380-5719x838,"066 Frye Spur Suite 800
Jamesmouth, MP 30064"
137,FDN24,14.1,low fat,0.113908,Baking Goods,53.3956,OUT017,2007,Medium,Tier 2,Supermarket Type1,982.721,Michele Holland,001-989-334-7212x28160,"29405 Mckinney Drives Apt. 259
Port Sarahport, NM 75562"
138,FDN24,14.1,Low Fat,0.113729,Baking Goods,53.7956,OUT018,2009,Medium,Tier 3,Supermarket Type2,826.785,Angel Zimmerman,328.182.6886x15335,"98780 Elizabeth Mission Apt. 993
Lake Nicolefurt, PW 15361"
139,FDY24,4.88,Regular,0.0,Baking Goods,54.1298,OUT045,2002,Small,Tier 2,Supermarket Type1,280.003,Joshua Campbell,588.770.4358x11288,"36138 Lucas Cliffs
North Stephen, MA 05466"
140,FDN24,4.88,LF,0.112719,Baking Goods,54.2956,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.29,Anthony Bauer,+1-193-466-7665,"091 Jaclyn Cliffs
Sarahville, LA 90400"
141,FDN24,4.88,Low Fat,0.198317,Baking Goods,54.3956,OUT019,1985,Small,Tier 1,Grocery Store,272.978,Brandon Hubbard,660.728.3268x424,"88210 Ashley Lock Apt. 435
South Rebecca, PR 67682"
142,FDN24,14.1,Low Fat,0.113267,Baking Goods,54.5956,OUT046,1997,Small,Tier 1,Supermarket Type1,1037.32,Clinton Jensen,312-908-7814x141,"5231 Harvey Fields Suite 775
Heatherberg, OK 74800"
143,FDY24,4.88,Regular,0.134248,Baking Goods,54.9298,OUT017,2007,Medium,Tier 2,Supermarket Type1,289.502,Eugene Patterson,5336452577,"8129 Meagan Walks Apt. 834
Lake Charlestown, PR 66977"
144,FDY24,4.88,Regular,0.133382,Baking Goods,55.0298,OUT013,1987,High,Tier 3,Supermarket Type1,647.158,Robin Riley,001-930-848-8725x63942,"5803 Katherine Dam
Mooreshire, OK 86931"
145,FDY24,4.88,Regular,0.132847,Baking Goods,55.8298,OUT027,1985,Medium,Tier 3,Supermarket Type3,420.257,Brianna Dennis,(037)314-5303x856,"05184 Lane Port Apt. 665
New Johnbury, NC 53695"
146,FDN24,14.1,Low Fat,0.113497,Baking Goods,56.1956,OUT045,2002,Small,Tier 2,Supermarket Type1,1364.89,Sean Tucker,908.272.3184x3222,"365 Timothy Neck
Clarkburgh, SD 54358"
147,FDL12,15.85,Regular,0.122321,Baking Goods,58.022,OUT017,2007,Medium,Tier 2,Supermarket Type1,993.221,Andrew Berry,(280)920-2428,"USS Johns
FPO AP 87237"
148,FDL12,15.85,Regular,0.121532,Baking Goods,59.222,OUT013,1987,High,Tier 3,Supermarket Type1,599.22,Theresa Robinson,+1-772-369-2929x842,"9913 Cruz Coves Apt. 388
Serranoville, HI 62874"
149,FDL12,15.85,Regular,0.121044,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.6,Linda Rich,+1-811-729-8068,"863 Clarke Light
Briannashire, CT 56270"
150,FDL12,15.85,Regular,0.122128,Baking Goods,59.522,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.9,John Hall,498-643-0098,"3565 Eric Run
Joseside, NE 74513"
151,FDL12,15.85,Regular,0.212963,Baking Goods,59.522,OUT019,1985,Small,Tier 1,Grocery Store,299.61,Donald Becker,001-368-872-5887x44956,"372 Jason Locks
Laurenton, GA 51501"
152,FDL12,15.85,Regular,0.12161,Baking Goods,60.222,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298,Abigail Davis,(796)114-3519,"9849 Sonya Viaduct Apt. 770
Port Diane, AS 68416"
153,FDL12,15.85,Regular,0.121633,Baking Goods,60.622,OUT046,1997,Small,Tier 1,Supermarket Type1,2576.65,Andrew Greene,392.053.0214x65669,"118 Barber Points
Michaelview, IN 79978"
154,FDL12,15.85,Regular,0.121822,Baking Goods,60.722,OUT049,1999,Medium,Tier 1,Supermarket Type1,1058.69,Jordan Powell,4268181845,"USNV Walter
FPO AP 33287"
155,FDL12,15.85,Regular,0.121879,Baking Goods,61.222,OUT045,2002,Small,Tier 2,Supermarket Type1,1048.0,Tracy Hart,001-357-790-7141x63356,"USS Haynes
FPO AA 33040"
156,FDI60,7.22,Regular,0.0641419,Baking Goods,61.251,OUT010,1998,Medium,Tier 3,Grocery Store,126.502,James Goodman,182-755-3942x37333,"33952 David Common
Austinside, AZ 63715"
157,FDL12,15.85,Regular,0.203588,Baking Goods,61.622,OUT010,1998,Medium,Tier 3,Grocery Store,1045.08,Ethan Villanueva,001-472-846-3920,"8085 Dalton Trail Apt. 718
Stewarttown, AL 88857"
158,FDI60,7.22,Regular,0.0383212,Baking Goods,61.851,OUT046,1997,Small,Tier 1,Supermarket Type1,822.263,Kevin Nguyen,+1-428-434-7955x276,"6472 Tiffany Spur Apt. 143
Chaseborough, FL 97303"
159,FDI60,7.22,Regular,0.0383989,Baking Goods,61.951,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.02,Robert Thompson,288.574.4890x6120,"1754 Ward Point Suite 506
West Michelleborough, OK 75984"
160,FDI60,7.22,Regular,0.0383808,Baking Goods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.514,Kimberly Krause,558-771-6947x2256,"12535 Delgado Station Suite 964
Normanstad, WA 77429"
161,FDI60,7.22,Regular,0.0381356,Baking Goods,62.851,OUT027,1985,Medium,Tier 3,Supermarket Type3,1648.09,Joanna Jackson,2341326111,"USCGC Kelley
FPO AE 52538"
162,FDI60,7.22,Regular,0.0384773,Baking Goods,62.951,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.52,Whitney Garcia,+1-216-433-4722x820,"7784 Taylor Square Apt. 997
Millsside, ME 46005"
163,FDI60,7.22,Regular,0.038314,Baking Goods,63.951,OUT035,2004,Small,Tier 2,Supermarket Type1,507.899,Mr. Brandon Parker,(424)008-2547x80774,"9308 Lopez Points Suite 632
Claytonbury, KS 10883"
164,FDY11,7.22,Regular,0.0294173,Baking Goods,64.1142,OUT027,1985,Medium,Tier 3,Supermarket Type3,2179.47,David Duran,+1-448-463-1224x179,"50208 Jacob Cove Suite 427
East Christophertown, NM 28968"
165,FDI60,7.22,Regular,0.0382893,Baking Goods,64.751,OUT013,1987,High,Tier 3,Supermarket Type1,126.502,Eric Lloyd,(705)120-4618x723,"PSC 4601, Box 3673
APO AP 04893"
166,FDI60,7.22,Regular,0.038538,Baking Goods,64.951,OUT017,2007,Medium,Tier 2,Supermarket Type1,506.462,Nicolas Davis,+1-376-452-0881x47435,"36502 Richards Locks
North Tanya, OR 91039"
167,FDY11,6.71,reg,0.0296809,Baking Goods,65.0142,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.885,Kyle Watson,327-195-0052,"73585 Quinn Brooks
Howardberg, KS 05676"
168,FDY11,6.71,Regular,0.0296064,Baking Goods,65.4142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.03,Mr. Edward Terry,928.557.4982,"4485 Smith Route
Grosstown, RI 48221"
169,FDY11,6.71,Regular,0.0295605,Baking Goods,65.8142,OUT046,1997,Small,Tier 1,Supermarket Type1,856.885,Cynthia Le,+1-863-878-2945x65118,"20317 Corey Ports
Barretthaven, RI 92423"
170,FDY11,6.71,Regular,0.0296204,Baking Goods,66.1142,OUT045,2002,Small,Tier 2,Supermarket Type1,487.989,Amber Walker,001-103-717-0586x509,"141 Susan Court
Lake Jerryfurt, ID 25813"
171,FDY11,6.71,Regular,0.0297277,Baking Goods,66.6142,OUT017,2007,Medium,Tier 2,Supermarket Type1,1120.54,Danielle Garrett,(886)195-7612,"528 Mahoney Island Suite 566
Charleneshire, ND 28540"
172,FDY11,6.71,Regular,0.0295359,Baking Goods,67.5142,OUT013,1987,High,Tier 3,Supermarket Type1,593.228,Joshua Garner,(776)004-9082x404,"Unit 3504 Box 8889
DPO AP 20779"
173,FDY11,6.71,Regular,0.0295549,Baking Goods,67.8142,OUT035,2004,Small,Tier 2,Supermarket Type1,482.335,Joe Moore,593-344-1969x315,"9194 Jessica Ports
Millerton, PW 44330"
174,FDY36,12.3,Low Fat,0.00942961,Baking Goods,71.338,OUT045,2002,Small,Tier 2,Supermarket Type1,1098.57,Robert Butler,390-604-8058,"320 Maddox Terrace Apt. 364
Hernandezmouth, CO 62872"
175,FDY36,12.3,Low Fat,0.0157513,Baking Goods,71.638,OUT010,1998,Medium,Tier 3,Grocery Store,934.016,Amber Ross,686-227-8376,"983 Charles Trail
Morrisshire, CO 15250"
176,FDK48,7.445,Low Fat,0.0376251,Baking Goods,73.2354,OUT035,2004,Small,Tier 2,Supermarket Type1,588.857,Jessica Bailey,590-425-9792x70335,"03924 Matthew Unions
West Shannontown, MA 27896"
177,FDK48,7.445,Low Fat,0.0377855,Baking Goods,73.3354,OUT018,2009,Medium,Tier 3,Supermarket Type2,578.741,Christy Payne,001-487-920-6980x42043,"70164 Lin Brook Suite 636
West Toddside, CO 24935"
178,FDK48,7.445,Low Fat,0.0376907,Baking Goods,73.3354,OUT049,1999,Medium,Tier 1,Supermarket Type1,451.412,Walter Castro,001-003-845-7620x555,"404 Zamora Via
New Stacybury, FL 45299"
179,FDY36,12.3,Low Fat,0.00941053,Baking Goods,73.738,OUT046,1997,Small,Tier 1,Supermarket Type1,1318.28,Tyler Salazar,+1-363-926-4957x8232,"48262 Lonnie Point
East Lonnieberg, VA 04365"
180,FDY36,12.3,Low Fat,0.00946376,Baking Goods,73.838,OUT017,2007,Medium,Tier 2,Supermarket Type1,1245.05,Sheryl Gutierrez,(474)231-2209x94999,"05172 Joseph Landing
Port Paul, NJ 18525"
181,FDY36,12.3,Low Fat,0.0094027,Baking Goods,74.138,OUT013,1987,High,Tier 3,Supermarket Type1,984.849,Darrell Ortiz,4633312797,"66096 Long Summit Apt. 817
Wilcoxton, FM 32708"
182,FDY36,12.3,Low Fat,0.00936496,Baking Goods,74.238,OUT027,1985,Medium,Tier 3,Supermarket Type3,1171.81,Jennifer Moss,+1-680-347-6447,"082 Gallegos Mission Apt. 812
South Robert, NV 03766"
183,FDY36,12.3,Low Fat,0.0164766,Baking Goods,74.338,OUT019,1985,Small,Tier 1,Grocery Store,146.476,Kevin Marquez,714.521.1175,"892 Pierce Cape Apt. 592
Port Duane, WI 93830"
184,FDY36,12.3,Low Fat,0.00944886,Baking Goods,74.538,OUT018,2009,Medium,Tier 3,Supermarket Type2,999.331,Eric Cross,421.230.9407x778,"39776 Miller Rapid Apt. 384
North Jack, AR 86127"
185,FDK48,7.445,Low Fat,0.0377085,Baking Goods,74.7354,OUT045,2002,Small,Tier 2,Supermarket Type1,1128.53,Charles Johnson,001-945-101-6224,"9501 Morris Light
Port Ronaldside, CA 38883"
186,FDY36,12.3,Low Fat,0.00940875,Baking Goods,74.838,OUT035,2004,Small,Tier 2,Supermarket Type1,966.533,Bryan Villarreal,868-339-0198x17946,"8995 Christina Parks Suite 729
Lake Kelly, ID 00708"
187,FDY36,12.3,Low Fat,0.00942516,Baking Goods,74.838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1538.0,John Robles,001-396-605-5830x3441,"15569 Marilyn Fields Suite 577
Lake Derekberg, SC 60875"
188,FDK48,7.445,Low Fat,0.0378451,Baking Goods,75.5354,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.12,Kimberly Rogers,(084)958-8039x55124,"8299 Lopez Crescent Suite 504
Millerbury, MN 59733"
189,FDT24,12.35,Regular,0.186911,Baking Goods,75.6328,OUT017,2007,Medium,Tier 2,Supermarket Type1,1027.47,Elizabeth Warren,(150)317-8078,"8452 Lynn Path Apt. 307
Reeveshaven, DE 01039"
190,FDR60,14.3,Low Fat,0.130307,Baking Goods,75.7328,OUT013,1987,High,Tier 3,Supermarket Type1,617.862,Andrew Charles,570-184-0943,"4857 Joseph Estate
Dannyside, NY 13919"
191,FDR60,14.3,Low Fat,0.130415,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.49,Gregory Flores,(493)214-9587,"0160 Ronald Fall
Jensenport, MA 26472"
192,FDT24,14.3,Regular,0.0,Baking Goods,75.9328,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.08,Megan Ferguson,001-792-171-7477x33294,"PSC 6255, Box 7701
APO AA 15297"
193,FDK48,7.445,Low Fat,0.0629886,Baking Goods,76.1354,OUT010,1998,Medium,Tier 3,Grocery Store,617.843,Joel Jackson,001-599-281-6158x14876,"382 Reyes Junctions
Port Heather, NE 57563"
194,FDT24,12.35,Regular,0.0,Baking Goods,76.2328,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.66,Gloria Benson,(197)199-7581,"6191 Murphy Rue
North Jeffberg, FM 76623"
195,FDR60,14.3,LF,0.130618,Baking Goods,76.5328,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.86,Makayla Smith,(278)469-9733,"9465 Brandi Ridge Suite 240
Rachelton, AL 92691"
196,FDR60,14.3,Low Fat,0.130946,Baking Goods,76.7328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1312.96,Veronica Rodriguez,036-965-6666x8327,"6242 Alexander Rue Apt. 276
North Derrick, AS 55008"
197,FDK48,14.3,Low Fat,0.03745,Baking Goods,76.7354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.71,Stephanie Dominguez,(927)868-7653x26909,"846 Johnson Camp
Bushville, OR 63616"
198,FDK48,7.445,low fat,0.0,Baking Goods,76.8354,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.83,Angela Cross,478.189.1371x89490,"PSC 8077, Box 8795
APO AA 46758"
199,FDV48,12.35,Regular,0.0513669,Baking Goods,77.0644,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.14,Rebecca Roberts,9494079290,"904 Miller Parkways Apt. 442
Joshuaview, AL 97681"
200,FDT24,12.35,Regular,0.185705,Baking Goods,77.1328,OUT013,1987,High,Tier 3,Supermarket Type1,2239.75,Christopher Vargas,(752)437-2805,"Unit 2927 Box 6637
DPO AP 84069"
201,FDR60,14.3,Low Fat,0.13039,Baking Goods,77.2328,OUT035,2004,Small,Tier 2,Supermarket Type1,231.698,Kenneth Wilkinson,4102767478,"4286 Keith Union Suite 658
North Samanthastad, PR 57096"
202,FDK48,7.445,Low Fat,0.0,Baking Goods,77.2354,OUT013,1987,High,Tier 3,Supermarket Type1,609.519,Marissa Nelson,414-967-3938x525,"06181 Bell Stream
Johnathanton, AK 81686"
203,FDV48,9.195,Regular,0.0518271,Baking Goods,77.4644,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.16,Todd Douglas,911.192.6921,"7174 Schwartz Shores Suite 421
Kimberlyfurt, MS 44102"
204,FDV48,9.195,Regular,0.0516071,Baking Goods,77.8644,OUT035,2004,Small,Tier 2,Supermarket Type1,758.921,Deanna Hess MD,739-627-1286,"4101 Ashley Glen
Smithfort, FL 86073"
205,FDX60,14.35,Low Fat,0.0805789,Baking Goods,77.996,OUT035,2004,Small,Tier 2,Supermarket Type1,1175.2,Tasha Ortega,256-908-7766x183,"98554 Brown Rue Apt. 585
Port Steveport, SD 27124"
206,FDX60,12.35,LF,0.0802039,Baking Goods,77.996,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.46,Andrew Cruz,461.571.7320,"6184 Ferguson Village
Levytown, AZ 44971"
207,FDV48,9.195,Regular,0.0519088,Baking Goods,78.1644,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.16,Richard Williams,387-829-3102,"9032 Gerald Causeway
Loriville, NH 80615"
208,FDT24,12.35,reg,0.186148,Baking Goods,78.2328,OUT049,1999,Medium,Tier 1,Supermarket Type1,1158.49,Kevin Meyers,179-931-3656,"3092 Brown Harbor
Port Robert, UT 48988"
209,FDR60,12.35,Low Fat,0.129784,Baking Goods,78.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.03,Jessica Frost,2196207100,"946 Schwartz Ford
Lake Joseph, NV 54506"
210,FDV48,9.195,Regular,0.0,Baking Goods,78.2644,OUT045,2002,Small,Tier 2,Supermarket Type1,762.82,Christopher Holt,+1-279-145-6083x318,"Unit 9588 Box 3734
DPO AE 25892"
211,FDR60,14.3,Low Fat,0.13068,Baking Goods,78.4328,OUT045,2002,Small,Tier 2,Supermarket Type1,1211.32,Chase Anthony,722.005.4364x5970,"220 Robertson Cliffs
Lake Sean, OR 43226"
212,FDT24,12.35,Regular,0.185824,Baking Goods,78.5328,OUT035,2004,Small,Tier 2,Supermarket Type1,695.095,Paul Villanueva,153.136.3631,"62397 Paul Dale Suite 354
West David, UT 75037"
213,FDW48,18.0,Low Fat,0.00853372,Baking Goods,78.5618,OUT013,1987,High,Tier 3,Supermarket Type1,402.809,Chad York,625.349.2929x831,"97740 Fitzgerald Gateway Apt. 569
New Sophia, PW 75697"
214,FDT24,12.35,Regular,0.186616,Baking Goods,78.6328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1004.03,Jennifer Williams,806.867.1773x1806,"USNS Howard
FPO AE 85388"
215,FDR60,14.3,Low Fat,0.131153,Baking Goods,78.6328,OUT017,2007,Medium,Tier 2,Supermarket Type1,231.698,Mrs. Maureen Martin DDS,001-907-726-2570,"5804 Mullins Square
Port Gail, RI 44501"
216,FDT24,12.35,Regular,0.186236,Baking Goods,78.7328,OUT045,2002,Small,Tier 2,Supermarket Type1,1390.19,Amy Dougherty,+1-501-657-9055x28183,"81793 Luke Grove Suite 401
Michaelfort, NY 69534"
217,FDW48,18.0,Low Fat,0.00854082,Baking Goods,78.9618,OUT046,1997,Small,Tier 1,Supermarket Type1,1549.23,Julie Patel,+1-479-513-7116,"PSC 4112, Box 4127
APO AE 27273"
218,FDW48,18.0,Low Fat,0.00855814,Baking Goods,79.0618,OUT045,2002,Small,Tier 2,Supermarket Type1,1208.43,Lori Carter,+1-827-567-0431x03856,"9887 Torres Curve Suite 243
Watsonport, WI 06703"
219,FDV48,9.195,Regular,0.086396,Baking Goods,79.0644,OUT010,1998,Medium,Tier 3,Grocery Store,157.129,Duane Huber,+1-284-222-2310x592,"38055 Nathan Plains Apt. 841
South Sarahberg, NH 42472"
220,FDX60,14.35,Low Fat,0.08105,Baking Goods,79.196,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.34,Wayne Payne,547.492.9751x70281,"375 Mark Rest Apt. 983
Jamesland, ND 58888"
221,FDT24,12.35,Regular,0.31109,Baking Goods,79.2328,OUT010,1998,Medium,Tier 3,Grocery Store,154.466,Tina Daugherty,(375)998-0562x6565,"4781 Jessica Mills Suite 742
Chandlerchester, DC 77463"
222,FDV48,9.195,Regular,0.0516971,Baking Goods,79.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.208,Briana Turner,519.610.6462x87923,"8704 Snyder Streets Suite 300
West Kevin, SC 83936"
223,FDX60,14.35,Low Fat,0.0805271,Baking Goods,79.296,OUT013,1987,High,Tier 3,Supermarket Type1,719.064,Matthew Stafford,(273)014-7195x97964,"158 Megan Estates Apt. 257
West Frank, KY 47839"
224,FDW48,18.0,Low Fat,0.0085541,Baking Goods,79.3618,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618,Thomas Kelly,481-832-1928x5544,"89520 April Landing Suite 652
East Ericbury, MP 25197"
225,FDV48,9.195,Regular,0.0516169,Baking Goods,79.6644,OUT046,1997,Small,Tier 1,Supermarket Type1,791.115,Kristin Norris,881.671.1207x54527,"40132 Hailey Inlet Apt. 321
Vazquezville, CA 02965"
226,FDV48,9.195,Regular,0.0515739,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.644,Nicole Williams,089-071-4014,"93932 Johnson Drive
Stacystad, MI 21545"
227,FDX60,14.35,Low Fat,0.0809224,Baking Goods,80.096,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.34,Phyllis Austin,911.908.3342x80138,"9271 Mary Light Suite 383
Rodriguezmouth, DE 61567"
228,FDW48,18.0,Low Fat,0.00857561,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.494,Chad Farmer,001-480-157-1647x947,"6317 White Spring Suite 167
North Douglasfurt, UT 77906"
229,FDC48,9.195,Low Fat,0.0159239,Baking Goods,80.5592,OUT018,2009,Medium,Tier 3,Supermarket Type2,800.001,Natalie Stafford,(153)539-6136,"994 Kelly Shores Suite 784
Port Shawn, DE 33359"
230,FDC48,9.195,Low Fat,0.0158915,Baking Goods,80.7592,OUT045,2002,Small,Tier 2,Supermarket Type1,779.71,David Dunlap Jr.,001-017-026-9524x9911,"3477 Daniels Valleys Apt. 061
Colefurt, NV 60749"
231,FDX60,14.35,Low Fat,0.0805941,Baking Goods,80.996,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.71,Christopher Hopkins,001-427-624-6719x78897,"064 Garza Lane
Katieport, MD 08551"
232,FDX60,14.35,Low Fat,0.0807194,Baking Goods,80.996,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.28,Andrew Hood,(905)616-5565x033,"114 Matthew Brooks Suite 076
Adamsfort, OR 03415"
233,FDC48,14.35,Low Fat,0.0157825,Baking Goods,81.0592,OUT027,1985,Medium,Tier 3,Supermarket Type3,5136.02,Mrs. Jeanette Armstrong,135.785.2945x6371,"4049 Ballard Road
Lake Meganville, OR 44651"
234,FDW48,18.0,Low Fat,0.00858913,Baking Goods,81.0618,OUT017,2007,Medium,Tier 2,Supermarket Type1,1450.11,Keith Schmidt,(351)484-6853x66498,"82973 Adams Route
Michaelton, NC 26800"
235,FDF24,15.5,Regular,0.0253705,Baking Goods,81.1934,OUT046,1997,Small,Tier 1,Supermarket Type1,1321.42,Charles Hernandez,+1-466-513-6442x49363,"34778 Henderson Camp
East Joseph, AK 34369"
236,FDW48,18.0,Low Fat,0.00853921,Baking Goods,81.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,402.809,Diana Pierce,+1-070-015-9416x5162,"984 Wilkerson Freeway
Port Lindsaymouth, MP 77089"
237,FDW48,18.0,Low Fat,0.00849946,Baking Goods,81.3618,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.67,Renee Manning,(321)234-7649x07851,"3425 Baldwin View Suite 090
Lake Samanthabury, KS 72948"
238,FDF24,15.5,Regular,0.0254219,Baking Goods,81.3934,OUT045,2002,Small,Tier 2,Supermarket Type1,1337.29,Mark Haynes,+1-183-760-6441x34327,"41776 Love Wells Apt. 248
West Robertside, WA 43331"
239,FDG24,9.195,Low Fat,0.0145603,Baking Goods,81.425,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6,Alexander Williams,+1-272-063-4591x1238,"657 Russo Dale
Glennshire, GU 43437"
240,FDC48,9.195,Low Fat,0.0158461,Baking Goods,81.5592,OUT013,1987,High,Tier 3,Supermarket Type1,802.432,Christina Perry,(669)300-8931,"Unit 3420 Box 6969
DPO AA 20063"
241,FDF24,15.5,Regular,0.042465,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,327.574,Jacob Valentine,086-771-3334,"2639 Wanda Haven Apt. 626
North Kelly, KS 31366"
242,FDC48,9.195,Low Fat,0.0158563,Baking Goods,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.51,Susan Wood,+1-710-725-6366x94118,"75990 Jon River Suite 465
New Blake, HI 34617"
243,FDW48,9.195,Low Fat,0.0,Baking Goods,81.8618,OUT019,1985,Small,Tier 1,Grocery Store,161.124,Johnathan Morgan,215.862.4150x274,"4948 Graham Expressway Suite 728
Brownberg, AR 30629"
244,FDX60,14.35,Low Fat,0.0807576,Baking Goods,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,878.856,John Martin,617.075.8777x121,"2284 Brandy Avenue
South Samantha, IA 65789"
245,FDF24,9.195,Regular,0.0252476,Baking Goods,81.9934,OUT027,1985,Medium,Tier 3,Supermarket Type3,3439.52,Stacy Johnson,+1-165-915-2017x77490,"975 Jason Causeway
Marcuston, WA 09770"
246,FDC48,9.195,Low Fat,0.0277676,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,412.796,Lindsey Davis,236-103-2664x214,"492 Wade Village Suite 837
Mcclurefort, KY 74302"
247,FDG24,7.975,Low Fat,0.0146284,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6,Ann Henderson,(926)610-8573x278,"7617 Hernandez Crossroad
Mckenziehaven, NE 39230"
248,FDG24,7.975,Low Fat,0.0146539,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025,Kristen Lowery,186.617.9454x91801,"26016 Edwards Stream Suite 794
Tammyburgh, IL 24760"
